"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4075453";"";"None";"426.31";"1";"5.07";"22";"Clc1cccc(Cl)c1-c1nc2ccnc(Nc3cc(N4CCCC4)ncn3)c2[nH]1";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"21.82";"0.44";"4.23";"11.26";"0";"CHEMBL4046589";"Inhibition of TYK2 (unknown origin) by biochemical assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"0.0005"
"CHEMBL4076947";"";"None";"396.24";"0";"4.65";"30";"Cc1cc(Nc2nccc3nc(-c4c(Cl)cc(C#N)cc4Cl)[nH]c23)ncn1";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"23.10";"0.46";"4.50";"8.87";"0";"CHEMBL4046589";"Inhibition of TYK2 (unknown origin) by biochemical assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"0.0007"
"CHEMBL1288032";"";"None";"316.27";"0";"1.97";"21";"Nc1nc(Nc2cccnc2)nn1C(=O)c1c(F)cccc1F";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"20.62";"0.39";"4.55";"6.61";"0";"CHEMBL1292868";"Inhibition of human recombinant TYK2 by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"300.0"
"CHEMBL1240703";"CGP-52421";"None";"586.65";"2";"5.40";"CGP-52421";"CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1245017";"Binding affinity to TYK2(JH2domain-pseudokinase)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240346";"1";"Scientific Literature";"Blood";"2009";"None";"";"";"";"10.0"
"CHEMBL4635625";"";"None";"407.40";"0";"1.69";"19";"C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"18.50";"0.35";"5.85";"8.57";"0";"CHEMBL4620435";"Inhibition of human recombinant TYK2 assessed as level of phosphorylation in presence of peptide substrate 5FAM-KKSRGDYMTMQID and ATP by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619733";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"29.0"
"CHEMBL4638206";"";"None";"420.52";"0";"2.56";"7";"CCNC(=O)c1ccc(Nc2nccc(N3CC4CCC(C3)N4C(=O)C3CC3)n2)cc1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"17.82";"0.33";"4.93";"8.29";"0";"CHEMBL4620435";"Inhibition of human recombinant TYK2 assessed as level of phosphorylation in presence of peptide substrate 5FAM-KKSRGDYMTMQID and ATP by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619733";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"32.0"
"CHEMBL4635334";"";"None";"387.42";"0";"0.65";"11";"O=C(N[C@]12C[C@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1";"IC50";"'='";"5303.0";"nM";"5.28";"";"";"UO_0000065";"13.62";"0.26";"4.63";"4.88";"0";"CHEMBL4620435";"Inhibition of human recombinant TYK2 assessed as level of phosphorylation in presence of peptide substrate 5FAM-KKSRGDYMTMQID and ATP by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619733";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"5303.0"
"CHEMBL4516471";"BI 1675";"None";"554.64";"1";"2.95";"EUB0000319";"O=C(N[C@H]1CCCCC/C=C\C2C[C@@]2(C(=O)O)NC(=O)[C@@H]2C[C@@H](Oc3ccncc3)CN2C1=O)OC1CCCC1";"% Control";"'='";"98.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880000";"KinomeScan assay: inhibition of TYK2(JH1domain-catalytic)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: V877/C1187 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507284";"54";"SGC Frankfurt - Donated Chemical Probes";"";"2021";"None";"Compound concentration None 1000.0 nM";"";"";"98.0"
"CHEMBL5205855";"";"None";"518.55";"1";"2.43";"24";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(C(=O)Nc2ccc3c(c2)C(=O)NC3)c1OC";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"14.37";"0.27";"4.98";"4.53";"0";"CHEMBL5131233";"Inhibition of TYK2 in human Jurkat cells assessed as reduction in IFNalpha induced STAT3 phosphorylation incubated for 24 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126671";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME = 24.0 hr";"INHIBITOR";"";"39.0"
"CHEMBL4641006";"";"None";"446.51";"0";"2.18";"23";"N#C[C@]1(C2CC2)C(=O)N2C[C@H]1COCC(=O)NCCCc1cccc(n1)Nc1cc2ccn1";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"18.50";"0.34";"6.08";"6.87";"0";"CHEMBL4627617";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"5.5"
"CHEMBL4643392";"";"None";"433.51";"0";"3.43";"26";"N#C[C@]1(C2CC2)C(=O)N2C[C@H]1COCCCCOCc1cccc(n1)Nc1cc2ccn1";"IC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"19.17";"0.35";"4.88";"8.28";"0";"CHEMBL4627617";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"4.9"
"CHEMBL3589175";"";"None";"429.48";"0";"3.57";"12";"COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)c1";"IC50";"'='";"171.0";"nM";"6.77";"";"";"UO_0000065";"15.76";"0.29";"3.20";"6.93";"0";"CHEMBL3592852";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588791";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"171.0"
"CHEMBL3589176";"";"None";"447.47";"0";"3.71";"13";"COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1F";"IC50";"'='";"201.0";"nM";"6.70";"";"";"UO_0000065";"14.97";"0.28";"2.99";"6.86";"0";"CHEMBL3592852";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588791";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"201.0"
"CHEMBL572881";"MOTESANIB";"3.0";"373.46";"0";"4.04";"Motesanib";"CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL2216870";"IDELALISIB";"4.0";"415.43";"0";"3.75";"Idelalisib";"CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1";"Kd";"'>'";"30000.0";"nM";"";"";"Inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3991920";"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"K-562, COLO 205, SK-N-BE(2) and MV-4-11";"Cell lysate";"Direct Binder: no";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3991601";"48";"Kuster Lab Chemical Proteomics Drug Profiling";"Science";"2017";"None";"";"";"";"30000.0"
"CHEMBL4093872";"";"None";"442.31";"0";"4.30";"23";"Clc1cccc(Cl)c1-c1nc2ccnc(Nc3cc(N4CCOCC4)ncn3)c2[nH]1";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"15.15";"0.30";"2.40";"7.29";"0";"CHEMBL4046592";"Inhibition of TYK2 (unknown origin) assessed as reduction in IL-23 induced STAT3 phosphorylation by cell based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043190";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"0.2"
"CHEMBL3694585";"";"None";"366.85";"0";"4.46";"BDBM125906";"Clc1cnc2nc1NCCc1cccc(c1)OCCc1cccc(c1)N2";"IC50";"'='";"53.0";"nM";"7.28";"";"255717";"UO_0000065";"19.83";"0.38";"2.82";"12.32";"0";"CHEMBL3705229";"TYK2 Assay: TYK2 assays described by James E. Thompson et. al, Photochemical preparation of a pyridone containing tetracycle: A JAK protein kinase inhibitor, Bioorganic & Medicinal Chemistry Letters, Volume 12, Issue 8, 22 Apr. 2002, Pages 1219-1223].";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639093";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"53.0"
"CHEMBL3675686";"";"None";"354.22";"0";"4.84";"BDBM120129";"COC(=O)Nc1nccc2nc(-c3c(Cl)cccc3Cl)sc12";"Ki";"'='";"1.4";"nM";"8.85";"";"247335";"UO_0000065";"25.00";"0.55";"4.01";"13.81";"0";"CHEMBL3705206";"Inhibition Assay: To determine the inhibition constants (Ki) of Examples 1-240, compounds were diluted serially in DMSO and added to 50 μL kinase reactions containing 1.5 nM JAK1, 0.2 nM purified JAK2 or 1 nM purified TYK2 enzyme, 100 mM Hepes pH7.2, 0.015% Brij-35, 1.5 μM peptide substrate, 25 μM ATP, 10 mM MgCl2, 4 mM DTT at a final DMSO concentration of 2%. Reactions were incubated at 22° C. in 384-well polypropylene microtiter plates for 30 minutes and then stopped by addition of 25 μL of an EDTA containing solution (100 mM Hepes pH 7.2, 0.015% Brij-35, 150 mM EDTA), resulting in a final EDTA concentration of 50 mM. Ki values were then determined using the Morrison tight binding model. Morrison, J. F., Biochim. Biophys. Acta. 185:269-296 (1969); William, J. W. and Morrison, J. F., Meth. Enzymol., 63:437-467 (1979).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638741";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"1.4"
"CHEMBL4849458";"";"None";"438.56";"0";"3.83";"11c";"Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)C2CC2)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"2.69";"nM";"8.57";"";"";"UO_0000065";"19.54";"0.38";"4.74";"9.21";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"2.69"
"CHEMBL4876729";"";"None";"504.62";"1";"4.73";"11d";"COc1ccc(S(=O)(=O)N2CCc3cc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)ccc32)cc1";"IC50";"'='";"7.82";"nM";"8.11";"";"";"UO_0000065";"16.07";"0.31";"3.38";"7.93";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"7.82"
"CHEMBL4869302";"";"None";"376.46";"0";"3.88";"11h";"CC(=O)N1CCc2cc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)ccc21";"IC50";"'='";"1.81";"nM";"8.74";"";"";"UO_0000065";"23.22";"0.43";"4.86";"11.51";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"1.81"
"CHEMBL4854704";"";"None";"402.50";"0";"4.27";"11i";"Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)C2CC2)nc1-c1cnn(C(C)C)c1";"IC50";"'='";"3.76";"nM";"8.43";"";"";"UO_0000065";"20.93";"0.38";"4.15";"11.09";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"3.76"
"CHEMBL4845662";"";"None";"359.39";"0";"2.55";"14d";"Cc1cnc(Nc2ccc3c(c2)CNC3=O)nc1-c1cnn(CCC#N)c1";"IC50";"'='";"0.67";"nM";"9.17";"";"";"UO_0000065";"25.53";"0.46";"6.62";"8.45";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"0.67"
"CHEMBL4853438";"";"None";"557.53";"1";"4.91";"14f";"N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"14.43";"0.28";"3.14";"6.89";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"9.0"
"CHEMBL4872557";"";"None";"415.43";"0";"4.14";"14n";"N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4C(=O)C4CC4)c3)ncc2F)cn1";"IC50";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"16.42";"0.30";"2.68";"6.73";"0";"CHEMBL4825784";"Inhibition of recombinant human TYK2 (875 to end residues) using GGMEDIYFEFMGG as substrate incubated for 40 mins in presence of [gamma33P]ATP by scintillation counting based radiometry assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825658";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.6667 hr";"INHIBITOR";"";"151.0"
"CHEMBL4535276";"";"None";"401.45";"0";"1.14";"16";"O=C(C1CC1)N1[C@@H]2CC[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"18.08";"0.34";"6.12";"7.30";"0";"CHEMBL4411593";"Inhibition of human TYK2 using fluorescence labeled peptide as substrate and using 1 mM ATP level by microfluidic based mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411260";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"55.0"
"CHEMBL3114781";"";"None";"418.43";"0";"3.19";"10a";"O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(OCCNc2ccnc(F)c2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3118991";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112442";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"10000.0"
"CHEMBL176857";"GW442130X";"None";"502.16";"2";"5.48";"GW442130X";"COc1ccccc1-c1cc(/C=C2\C(=O)Nc3ncc(Br)cc32)cc(Br)c1O";"Inhibition";"'='";"-5.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-5.9"
"CHEMBL218720";"GSK-466314A";"None";"428.41";"0";"4.41";"GSK466314A";"CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1";"Inhibition";"'='";"37.47";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"37.47"
"CHEMBL2035042";"";"None";"395.51";"1";"5.23";"13b, 95:5 trans/Cis mixture";"CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"14.73";"0.27";"0.59";"12.67";"0";"CHEMBL2040122";"Inhibition of TYK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034857";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"1.5"
"CHEMBL2035047";"";"None";"362.43";"0";"4.00";"13g, 95:5 trans/Cis mixture";"CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"16.07";"0.29";"1.82";"9.18";"0";"CHEMBL2040122";"Inhibition of TYK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034857";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"1.5"
"CHEMBL446024";"GW683003X";"None";"294.24";"0";"2.16";"GW683003X";"FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1";"Inhibition";"'='";"-4.86";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";"";"";"-4.86"
"CHEMBL221959";"TOFACITINIB";"4.0";"312.38";"0";"1.54";"Tofacitinib";"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12";"IC50";"'='";"208.0";"nM";"6.68";"";"";"UO_0000065";"21.39";"0.40";"5.14";"7.52";"0";"CHEMBL5319086";"Inhibition of TYK2 (unknown origin) by caliper technology";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5316322";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"208.0"
"CHEMBL5435482";"";"None";"402.51";"0";"3.06";"12";"Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1cnn(CCC#N)c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"21.61";"0.40";"5.64";"10.13";"0";"CHEMBL5334094";"Inhibition of TYK2 (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331110";"1";"Scientific Literature";"J Med Chem";"2023";"None";"TIME_Lower = 45.0 min | TIME_Upper = 120.0 min";"INHIBITOR";"";"2.0"
"CHEMBL5427850";"";"None";"464.49";"1";"1.87";"37";"CNc1cc(Nc2cccn(-c3nc(C)co3)c2=O)nc2c(C(=O)N[C@H]3CC[C@@H]3OC)cnn12";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.73";"0.35";"6.83";"6.19";"0";"CHEMBL5327934";"Inhibition of TYK2 in human PBMC cells assessed as IL-12 induced phosphorylation of STAT4 level";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PBMC";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5325475";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"2.0"
